sentence,label
"['Subject to subsections (i)-(iii) of this Section 5.1(a), each Party agrees that prior to the date that is six (6) months after the Effective Time (""Delivery Date""), it will deliver possession of any Tangible/Intangible Information of the other Party that is in its possession or control to the other Party, without retaining any copies.']",Termination
"['However, the Parties agree that the RemainCo Group may continue, beyond such 270-day period, to distribute copies of any existing inventory of its marketing literature, including technical papers, brochures, and printed promotional material, in existence on the Distribution Date, provided, however, that reasonable efforts are made to remove or cover up any SpinCo House Marks appearing thereon prior to distribution.']",Termination
"['This Agreement shall be governed by, and construed and enforced in accordance with, the substantive laws of the State of Delaware, without regard to any conflicts of law provisions thereof that would result in the application of the laws of any other jurisdiction.']",Arbitration
"[""SUCH LIMITATION SHALL BE THE EXTENT OF PCQ OR ABW'S LIABILITY REGARDLESS OF THE FORM IN WHICH ANY LEGAL OR EQUITABLE ACTION MAY BE BROUGHT AGAINST PCQ OR ABW, AND THE FOREGOING SHALL CONSTITUTE PCQ'S OR ABW'S SOLE REMEDY.",Liability
""", 'IN NO EVENT WILL EITHER PARTY BE RESPONSIBLE FOR LOST PROFITS OR SPECIAL INDIRECT, INCIDENTAL OR CONSEQUENTIAL DAMAGES WHICH ABW OR PCQ INCUR OR EXPERIENCE ON ACCOUNT OF ENTERING INTO OR RELYING ON THIS AGREEMENT, EVEN IF PCQ OR ABW HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.",Liability
"', 'LIABILITY UNDER THIS AGREEMENT FROM ANY AND ALL CAUSES, INCLUDING, BUT NOT LIMITED TO, PROGRAM MALFUNCTION OR OPERATIONAL NEGLIGENCE, SHALL BE LIMITED TO GENERAL MONEY DAMAGES IN AN AMOUNT NOT TO EXCEED THE TOTAL CHARGES PAID BY ABW FOR THE SERVICES DURING THE MOST RECENT TWELVE (12) MONTHS OF THE AGREEMENT.']",Liability
"['This Agreement shall be interpreted, construed and enforced in all respects in accordance with the laws of the State of Illinois, except with regards to its rules regarding choice of law.']",Arbitration
['The Master Franchise Agreement requires application of the laws of New York.'],Arbitration
"['Any and all claims and actions arising out of or relating to this Agreement, the relationship of you and us, or your operation of the Franchised Business, brought by any party hereto against the other, shall be commenced within two (2) years from the occurrence of the facts giving rise to such claim or action, or such claim or action shall be barred.']",Liability
"[""In addition to the foregoing, upon termination of this Agreement by us for cause as described in Section 10, you agree to pay to us within fifteen (15) days after the effective date of this Agreement's termination, in addition to the amounts owed hereunder, liquidated damages equal to the average monthly Unit Franchise Performance Royalty Fee and Franchise Sales Royalty Fee you paid during the twelve (12) months of operation preceding the effective date of termination multiplied by (a) twenty-four (24) (being the number of months in two (2) full years), or (b) the number of months remaining in the Agreement had it not been terminated, whichever is lower.",Penalty
""", 'The parties hereto consider this liquidated damages provision to be a reasonable, good faith pre-estimate of those damages.",Penalty
"', 'You and each of your principals agree that the liquidated damages provision does not give us an adequate remedy at law for any default under, or for the enforcement of, any provision of this Agreement other than the Royalty Fee sections.']",Penalty
['You shall take such action as may be necessary to cancel any assumed name registration or equivalent registration obtained by you which contains the Proprietary Marks; and you shall furnish us with evidence satisfactory to us of compliance with this obligation within thirty (30) days after termination or expiration of this Agreement.'],Termination
"['You further acknowledge and agree that we may inspect your Franchised Business and any Unit Franchise in the Master Territory to verify that your Franchised Business and/or such Unit Franchise is operating in compliance with our System, as it may be modified from time to time.",Obligation
"', 'We shall have the right, at all reasonable times, to inspect the products and services on which the Proprietary Marks shall be used as we consider necessary to carry out the purposes of inspection as part of appropriate quality control.",Obligation
"', 'Notwithstanding the foregoing, we reserve the right to inspect or examine your accounts, books, records and tax returns, at any reasonable time, with or without prior notice to you.']",Obligation
"['As it relates to the operation of your Franchised Business: automobile liability insurance coverage, including owned and non-owned vehicles, with limits of not less than One Million Dollars ($1,000,000) per occurrence;', ""As it relates to the operation of your Franchised Business: worker's compensation and employer's liability insurance in statutory amounts, unemployment insurance and state disability insurance as required by governing law for your employees;"", 'Such insurance coverage will include:', 'You shall also maintain such additional insurance as is necessary to comply with all legal requirements concerning insurance.",Obligation
"', 'Should you, for any reason, fail to procure or maintain the insurance required by this Agreement, as such requirements may be revised from time to time by us in writing, we shall have the right and authority (without, however, any obligation to do so) immediately to procure such insurance and to charge same to you, which charges shall be payable by you immediately upon notice together with a ten percent (10%) administrative fee.",Obligation
"', ""As it relates to the Unit Franchisees' operation in the Master Territory, and if you elect to obtain such coverage: general liability insurance, which insurance is in addition to any general liability insurance the Unit Franchisees are required to maintain under their Unit Franchise Agreements.",Obligation
""", 'Your obligations to maintain insurance coverage as herein described shall not be affected in any manner by reason of any separate insurance maintained by us nor shall the maintenance of such insurance relieve you of any indemnification obligations under this Agreement.",Obligation
"', 'As it relates to the operation of your Franchised Business: broad form comprehensive general liability coverage against claims for employment practices coverage, bodily and personal injury, death and property damage caused by or occurring in conjunction with the conduct of business by you pursuant to this Agreement and broad form contractual liability coverage, including errors and omissions coverage, under one or more policies of insurance containing minimum liability coverage prescribed by us from time to time, but in no event in an amount less than Two Million Dollars ($2,000,000) aggregate.",Obligation
"', 'You shall provide us with evidence of the insurance required hereunder not later than ten (10) days before you begin operating as a Master Franchisee, and with a complete copy of each insurance policy no more than thirty (30) days after delivery of the original proof of insurance.",Obligation
"', 'We may periodically increase the amounts of coverage required under such insurance policies and require different or additional kinds of insurance at any time including excess liability insurance to reflect inflation, identification of new risks, changes in law or standards of liability, higher damage awards, or other relevant changes in circumstances.",Obligation
"', 'If you fail to obtain or maintain required insurance coverage and do not obtain such coverage within ten (10) days after written notice from us.",Obligation
"', 'The maintenance of sufficient insurance coverage shall be your responsibility.",Obligation
"', ""The insurance policies required herein shall: (a) name us as an additional named insured and contain a waiver of all subrogation rights against us, our affiliates, and our and their successors and assigns; (b) provide for thirty (30) days' prior written notice to us of any material modification, cancellation, or expiration of such policy; (c) provide that the coverage applies separately to each insured against whom a claim is brought as though a separate policy had been issued to each insured; (d) contain no provision which in any way limits or reduces coverage for you in the event of a claim by any one or more of the parties indemnified under this Agreement; (e) be primary to and without right of contribution from any other insurance purchased by the parties indemnified under this Agreement; and (f) extend to and provide indemnity for all obligations assumed by you hereunder and all other items for which you are required to indemnify us under this Agreement.",Obligation
""", 'Thereafter, prior to the expiration of the term of each insurance policy, you shall furnish us with a copy of each renewal or replacement insurance policy to be maintained by you for the immediately following term and evidence of the payment of the premium therefor.",Obligation
"', 'During the term of this Agreement, you shall maintain in force under policies of insurance issued by licensed insurers approved by us insurance coverage as we from time to time require.",Obligation
"', 'You must maintain insurance related to your operation of the Franchised Business.",Obligation
"', 'Such insurance shall not have a deductible or self-insured retention in excess of Five Thousand Dollars ($5,000);']",Obligation
['This Agreement shall be interpreted and construed under the laws of the State of New York.'],Arbitration
['The Adviser and FASC are each hereby expressly put on notice of the limitation of liability set forth in the Declaration of Trust of the other party.'],Liability
"[""Upon reasonable request, copies of any such books and records shall be provided promptly by FASC to the Account or the Account's owners or authorized representatives.""]",Obligation
['This Agreement shall be governed by and construed in accordance with the laws of the Commonwealth of Pennsylvania.'],Arbitration
['This Second Amendment shall be governed by and construed in accordance with the laws of the Commonwealth of Pennsylvania.'],Arbitration
['This Limited Power of Attorney shall be governed and construed in accordance with the laws of the Commonwealth of Pennsylvania without reference to principles of conflicts of laws.'],Arbitration
['This Amendment shall be governed by and construed in accordance with the laws of the Commonwealth of Pennsylvania.'],Arbitration
"['4.8 This Agreement will be governed exclusively by and construed in accordance with the laws of the Province of British Columbia, and the parties attorn to the exclusive jurisdiction of the Courts of British Columbia.']",Arbitration
"['The Party subject to the Force Majeure Event shall not be liable to the other Party for any direct, indirect, consequential, incidental, special, punitive, exemplary or other damages arising out of or relating to the suspension or termination of any of its obligations or duties under this Agreement by reason of the occurrence of a Force Majeure Event, provided such Party complies in all material respects with its obligations under this Section 16.3.']",Liability
['GSK shall return to Theravance all available formulated and API stocks that contain a Theravance Compound and which are then held by GSK or cause such API stocks to be provided to Theravance if held by a vendor or other Third Party on behalf of GSK.,Termination
"', 'So long as this Agreement remains in effect and for a period of one (1) year thereafter, neither GSK nor any of its Affiliates may make any public disclosure of any holdings of or disposition of beneficial ownership of Theravance voting securities unless such disclosure is approved in advance in writing by Theravance, such approval not to be unreasonably withheld or delayed.",Termination
"', 'If after termination of this Agreement either Party subsequently Develops and Commercializes any Long- Acting β2 Adrenoceptor Agonist for the treatment / prophylaxis of respiratory diseases which (i) was never a Pooled Compound or Collaboration Product or (ii) was a GSK Discontinued Compound or a Theravance Discontinued Compound, it will pay to the other Party a royalty on Net Sales of any such products at the rate of 3% for a single-agent product and 2% for the first combination product for a period of 15 years from the date of launch on a Country-by-Country basis; provided, however, that this royalty shall not apply to any compound or product (including new product line extensions and/or re-formulation work) where the original compound or product is, as of the date of signature of this Agreement, already Commercialized.",Termination
"', ""GSK shall, at its sole expense, transfer to Theravance, or shall cause its designee(s) to transfer to Theravance, ownership of all regulatory filings made or filed for any Terminated Development Collaboration Product (to the extent that any are held in GSK's or such designee(s)'s name), but only where the Terminated Collaboration Product contains a Theravance Compound as a single agent and such transfer to be as permitted by applicable Laws and regulations.",Termination
""", ""In the event that this Agreement is terminated by Theravance pursuant to Section 14.2 for material breach by GSK: (i) GSK shall, at its sole expense, promptly transfer to Theravance copies of all data, reports, records and materials in its possession or control that relate to the Theravance Compounds and return to Theravance, or destroy at Theravance's request, all relevant records and materials in its possession or control containing Confidential Information of Theravance (provided that GSK may keep one copy of such Confidential Information of Theravance for archival purposes only in accordance with Section 10.1).",Termination
"(ii) GSK shall, at its sole expense, transfer to Theravance, or shall cause its designee(s) to transfer to Theravance, ownership of all regulatory filings made or filed for any Collaboration Product that contains a LABA as a single agent (to the extent that any are held in GSK's or such designee(s)'s name), and such transfer to be as permitted by applicable Laws and regulations; otherwise GSK shall cooperate as necessary to permit Theravance to exercise its rights hereunder.",Termination
""", ""If GSK terminates a Collaboration Product at any time after initiation of the first Phase III Study concerning such Collaboration Product, and Development of all other Collaboration Products and Pooled Compounds have been discontinued for Technical Failure and/or Commercial Failure, then at the sole election of Theravance, the following shall apply: (a) GSK shall, at its sole expense, promptly transfer to Theravance copies of all data, reports, records and materials in its possession or control that relate to the Theravance Compounds and return to Theravance, or destroy at Theravance's request, all relevant records and materials in its possession or control containing Confidential Information of Theravance (provided that GSK may keep one copy of such Confidential Information of Theravance for archival purposes only in accordance with Section 10.1).",Termination
"(b) GSK shall, at its sole expense, transfer to Theravance, or shall cause its designee(s) to transfer to Theravance, ownership of all regulatory filings made or filed for the Terminated Development Collaboration Product that contains a LABA as a single agent (to the extent that any are held in GSK's or such designee(s)'s name), such transfer to be as permitted by any Third Party licenses or other such prior rights and applicable Laws and regulations, otherwise GSK shall cooperate as necessary to permit Theravance to exercise its rights hereunder.",Termination
""", 'During the Term of this Agreement and for a period of one (1) year after the termination or expiration of this Agreement, GSK shall obtain and/or maintain at its sole cost and expense, product liability insurance (including any self-insured arrangements) in amounts which are reasonable and customary in the U.S. pharmaceutical industry for companies of comparable size and activities']",Termination
"[""During normal business hours and with reasonable advance notice to the Recording Party, such records shall be made available for inspection, review and audit, at the request and expense of Theravance, by an independent certified public accountant, or the local equivalent, appointed by Theravance and reasonably acceptable to the Recording Party for the sole purpose of verifying the accuracy of the Recording Party's accounting reports and payments made or to be made pursuant to this Agreement; provided, however that such audits may not be performed by Theravance more than once per Calendar Year.",Obligation
""", 'All costs and expenses incurred in connection with performing any such audit shall be paid by Theravance unless the audit discloses at least a five percent (5%) shortfall, in which case the Recording Party will bear the full cost of the audit for such Calendar Year.']",Obligation
"['Such product liability insurance or self-insured arrangements shall insure against all liability, including without limitation personal injury, physical injury, or property damage arising out of the manufacture, sale, distribution, or marketing of the Collaboration Products', 'During the Term of this Agreement and for a period of one (1) year after the termination or expiration of this Agreement, GSK shall obtain and/or maintain at its sole cost and expense, product liability insurance (including any self-insured arrangements) in amounts which are reasonable and customary in the U.S. pharmaceutical industry for companies of comparable size and activities', 'GSK shall provide written proof of the existence of such insurance to Theravance upon request.']",Obligation
"['This Agreement shall be construed, and the respective rights of the Parties determined, according to the substantive law of the State of Delaware notwithstanding the provisions governing conflict of laws under such Delaware law to the contrary, except matters of intellectual property law which shall be determined in accordance with the intellectual property laws relevant to the intellectual property in question.']",Arbitration
"['IN NO EVENT SHALL EITHER FMI OR ROCHE BE LIABLE FOR SPECIAL, INDIRECT, INCIDENTAL OR CONSEQUENTIAL DAMAGES ARISING OUT OF THIS AGREEMENT BASED ON CONTRACT, TORT OR ANY OTHER LEGAL THEORY.']",Liability
"['With regard to the Molecular Information Platform Program, Roche shall have the right to terminate without cause either or both of the Sample Profiling or Molecular Information Database Access activities individually.",Termination
"', 'With regard to the CDx Development Program, Roche shall also have the right to terminate, without cause, the development of an Approved Marker and/or an Investigational Marker for inclusion in a CDx Assay, upon […***…] prior written notice; provided however that this right shall expire with respect to each Approved Marker for inclusion in a particular CDx Assay at such time as FMI has completed analytical validation for such Approved Marker.",Termination
"', 'Roche shall have the right to terminate the Agreement in its entirety, or on a Work Stream-by-Work Stream basis, except for the ctDNA Work Stream, upon […***…] prior written notice, without cause.']",Termination
"[""Upon any termination of the Agreement, a Work Stream (or Approved Marker or Investigational Marker program), or this Agreement under Section 17.2.2, (i) FMI shall promptly return to Roche unused or remaining Samples that were provided for use in a terminated Work Stream (or related to the relevant Approved Marker or Investigational Marker), or, at Roche's option, securely dispose of all such unused or remaining Samples and provide Roche with a written notice of such disposal, (ii) each Party shall wind-down their activities under the Agreement in a manner that is intended to be expeditious and to mitigate losses arising from non-cancellable expenses and financial commitments to Third Parties, (iii) upon any termination by Roche under Section 17.2.3, or by FMI under Section 17.2.1 or Section 17.2.2, that includes the Immunotherapy Testing Platform Development Work Stream, the obligations in Section 3.2.8 shall terminate, (iv) each Party shall continue to Control its own intellectual property, including Patent Rights and Know-How, and Handle its own Patent Rights, and (v) Joint Patent Rights, if any, shall be handled by Roche subject to the provisions of Section 12.4 and 12.6, and each Party shall have the right to fully exploit such Joint Patent Rights.",Termination
""", ""Upon termination of the Agreement or the Work Stream requiring the use of the Samples, or upon completion of those activities requiring use of the Samples, FMI shall promptly return to Roche unused or remaining Samples, or, at FMI's option, securely dispose of all unused or remaining Samples and provide Roche with a written notice of such disposal.""]",Termination
"[""Upon timely request and at least […***…] prior written notice from the auditing Party, such audit shall be conducted in the countries specifically requested by the auditing Party, during regular business hours in such a manner as to not unnecessarily interfere with the audited Party's normal business activities, and shall be limited to results in the […***…] prior to audit notification.",Obligation
""", 'Each Party shall keep, and shall require its Affiliates and Sublicensees to keep, full, true and accurate books of account containing all particulars that may be necessary for the purpose of calculating all payments payable under this Agreement, including, for Roche, the right to audit materials necessary to ensure compliance with the most favored customer provisions of Article 5.",Obligation
"', 'Such audit shall not be performed more frequently than […***…] nor more frequently than […***…] with respect to records covering, or impacting in accordance with Article 5, any specific period of time.",Obligation
"', 'At least […***…] during the time a Work Stream remains in effect, unless otherwise agreed by the Parties, FMI shall have the obligation to prepare and provide to the JRDC a summary presentation on the progress of the work performed by FMI in the course of each Work Stream during the preceding […***…].",Obligation
"', 'Promptly upon expiry of such Work Stream, other than the Molecular Information Platform Program, FMI shall provide a final written report summarizing its activities under such Work Stream and the results thereof.",Obligation
"', 'At the expense of the auditing Party, the auditing Party shall have the right to engage an internationally recognized, independent public accountant reasonably accept able to the other Party to perform, on behalf of such Party an audit of such books and records of the audited Party and its Affiliates, its licensees and Sublicensees, that are deemed necessary for the period or periods requested by the auditing Party and the correctness of any financial report or payments made under this Agreement, including with respect to benefits and terms complying with the most favored customer provisions of Article 5.",Obligation
"', 'For avoidance of doubt, all audits under this Section shall be conducted solely by an independent public accountant as described in the foregoing sentence.",Obligation
"', ""Roche shall be entitled, upon reasonable notice and during FMI's regular business hours, to visit FMI's facility (and those facilities of its subcontractors), including FMI's CLIA-compliant facilities, to audit for quality assurance purposes its facilities, documentation and procedures used in conducting its activities pursuant to this Agreement.",Obligation
""", ""All information, data documents and abstracts herein referred to shall be used only for the purpose of verifying payment obligations, shall be treated as the audited Party's Confidential Information subject to the obligations of this Agreement and need neither be retained more than [… ***…] after completion of an audit hereof, if an audit has been requested; nor more than […***…] from the end of the […***…] to which each shall pertain; nor more than […***…] after the date of termination of this Agreement.",Obligation
""", 'Such audits may be conducted up to […***…] and Roche shall use reasonable effort not to disrupt ongoing operations during such audits.']",Obligation
"['This Agreement shall be governed by and construed in accordance with the laws of New York, US, without reference to its conflict of laws principles, and shall not be governed by the United Nations Convention of International Contracts on the Sale of Goods (the Vienna Convention).']",Arbitration
"['In case it is necessary for AFSL/FSL to access to any materials or information of the Company prepared or otherwise made on or before the Put Closing Date or the Call Closing Date due to requirement by any Governmental Authority or any third party on or after the Put Closing Date or the Call Closing Date, then, TPH/TPH-A shall fully cooperate, and shall cause the Company to fully cooperate, with AFSL/FSL so that AFSL/FSL can access such materials or information.",Obligation
"', 'In addition to any inspection rights granted under Law, upon notice to the Company of at least twenty-four (24) hours, each Party shall have full access to all properties, books of account, and records of the Company.']",Obligation
"['The English text of this Agreement shall control any interpretation of its provisions, and this Agreement and the legal relations among the Parties and the Company shall in all respects be interpreted, construed and governed by and in accordance with the laws of Japan.']",Arbitration
"['The Joint Venture Company shall submit to the Parties an annual statement of final accounts (including the audited profit and loss statement and the balance sheet for the fiscal year) after the end of the fiscal year, together with the audit report of the Chinese registered accountant.",Obligation
"', ""Reasonable access to the Joint Venture Company's financial records shall be given to such auditor and such auditor shall keep confidential all documents under his auditing.",Obligation
""", 'In addition, each Party at its own expense and upon advance notice to the Joint Venture Company may appoint an accountant (which may be either an accountant registered abroad or registered in China), to audit the accounts of the Joint Venture Company on behalf of such Party.",Obligation
"', ""Party B shall have a right to obtain copies of all of the Joint Venture Company's accounting books and other documents at their own expense but the originals thereof shall be left in the care of Party A.",Obligation
""", ""The Joint Venture Company shall furnish to the Parties unaudited financial reports on a monthly and quarterly basis so that they may continuously be informed about the Joint Venture Company's financial performance.",Obligation
""", ""An accountant registered in China and independent of any Party shall be engaged by and at the expense of the Joint Venture Company as its auditor to examine and verify the Joint Venture Company's annual financial statements and report.""]",Obligation
['The Joint Venture Company shall take out the required insurance from an insurance company or organization permitted by Chinese laws and regulations to provide such insurance.,Obligation
"', 'The Joint Venture Company, at its own expense, shall take out and maintain at all times during the Contract Term with insurance companies insurance against loss or damage by fire, natural disasters and other risks of types and in amounts as may be recommended by the CEO and decided by the Board of Directors.']",Obligation
"[""The formation, validity, interpretation and implementation of this Contract, and any disputes arising under this Contract, shall be governed by the published laws of the People's Republic of China.""]",Arbitration
['THIS AGREEMENT SHALL BE GOVERNED BY AND CONSTRUED IN ACCORDANCE WITH THE INTERNAL LAWS OF THE COMMONWEALTH OF PENNSYLVANIA WITHOUT GIVING EFFECT TO ANY CHOICE OR CONFLICT OF LAW PROVISION OR RULE (WHETHER OF THE COMMONWEALTH OF PENNSYLVANIA OR ANY OTHER JURISDICTION).'],Arbitration
"['and provided, further, however, that in no event shall the liability for indemnity of any SMBC Unit-Holder under this Section 13.9(b) exceed the dollar amount of the proceeds (net of any underwriting discount or commission or other selling expenses) received by such SMBC Unit-Holder from the sale of the Registrable Securities giving rise to such indemnification.",Liability
"', 'provided, however, that in no event shall a SMBC Unit-Holder be required by this Section 13.9(d) to contribute an aggregate amount in excess of the dollar amount of proceeds (net of underwriting discounts and commissions and other selling expenses) received by such SMBC Unit-Holder from the sale of Registrable Securities giving rise to such contribution.",Liability
"', 'Notwithstanding the provisions of this Section 13.9(e), a SMBC Unit-Holder shall not be required to contribute, in the aggregate, any amount in excess of the amount by which the net proceeds received by such SMBC Unit-Holder from the sale of the Registrable Securities exceeds the amount of any damages which such SMBC Unit-Holder has otherwise been required to pay by reason of such untrue or alleged untrue statement or omission or alleged omission.']",Liability
"['At any time during a renewed term, this Agreement may be terminated by any party on six (6) months prior notice that it wishes to terminate the Agreement.']",Termination
"['for the period beginning a reasonable time before the filing of the Registration Statement and for as long as Moelis Holdings is required to cause the Registration Statement to remain current under Section 13.1(a)(ii), and except to the extent prohibited by applicable law and subject to entering into customary confidentiality agreements, after reasonable advance notice, make available for inspection by the SMBC Unit- Holders, any underwriter participating in any disposition of the Registrable Securities, and any Representative for the SMBC Unit-Holders or such underwriter, during business hours and at the location designated by Moelis Holdings, any financial and other records and corporate documents of Moelis Holdings as will be reasonably necessary to enable them to conduct reasonable and customary due diligence with respect to Moelis Holdings and the related Registration Statement and Prospectus, provided, however, that records, documents and information obtained hereunder will be used by such inspecting person only to conduct such due diligence;']",Obligation
"['This Agreement shall be governed by, and construed in accordance with, the laws of the State of New York without regard to principles of conflict of laws.']",Arbitration
"[""EXCEPT IN THE CASE OF (a) ANY BREACH OF SECTION 10 (CONFIDENTIALITY), (b) THE PARTIES' OBLIGATIONS UNDER SECTION 12 (INDEMNIFICATION), (c) A PARTY'S GROSS NEGLIGENCE OR WILLFUL MISCONDUCT, OR (d) LIABILITY ARISING FROM EPIDEMIC DEFECTS (WHICH WILL BE SUBJECT TO THE LIMITATION SET FORTH IN SECTION 11.2(d)), IN NO EVENT WILL EITHER PARTY BE LIABLE UNDER THIS AGREEMENT, REGARDLESS OF THE FORM OF ANY CLAIM OR ACTION (WHETHER IN CONTRACT, NEGLIGENCE, STRICT LIABILITY OR OTHERWISE), FOR ANY (i) INDIRECT, PUNITIVE, INCIDENTAL, RELIANCE, SPECIAL, EXEMPLARY OR CONSEQUENTIAL DAMAGES, INCLUDING, BUT NOT LIMITED TO, LOSS OF BUSINESS, REVENUES, PROFITS OR GOODWILL, OR (ii) AGGREGATE DAMAGES IN EXCESS OF [***].""]",Liability
"[""IN ADDITION, ENERGOUS' LIABILITY WITH RESPECT TO ITS OBLIGATIONS UNDER SECTION 12.1(b) SHALL IN NO EVENT EXCEED [***].",Liability
""", ""In the event any warranty claim is due to or arises from an Epidemic Defect, ENERGOUS will be responsible for all costs and expenses directly incurred by DIALOG or its Affiliates or their respective customers as a result of reasonable inspection, servicing, repairs, replacements, recall notices, recalls and responses with respect thereto, provided that ENERGOUS' aggregate liability to DIALOG and its Affiliates and their respective customers under this paragraph (d) will not exceed [***] per occurrence of an Epidemic Defect.",Liability
""", ""EXCEPT IN THE CASE OF (a) ANY BREACH OF SECTION 10 (CONFIDENTIALITY), (b) THE PARTIES' OBLIGATIONS UNDER SECTION 12 (INDEMNIFICATION), (c) A PARTY'S GROSS NEGLIGENCE OR WILLFUL MISCONDUCT, OR (d) LIABILITY ARISING FROM EPIDEMIC DEFECTS (WHICH WILL BE SUBJECT TO THE LIMITATION SET FORTH IN SECTION 11.2(d)), IN NO EVENT WILL EITHER PARTY BE LIABLE UNDER THIS AGREEMENT, REGARDLESS OF THE FORM OF ANY CLAIM OR ACTION (WHETHER IN CONTRACT, NEGLIGENCE, STRICT LIABILITY OR OTHERWISE), FOR ANY (i) INDIRECT, PUNITIVE, INCIDENTAL, RELIANCE, SPECIAL, EXEMPLARY OR CONSEQUENTIAL DAMAGES, INCLUDING, BUT NOT LIMITED TO, LOSS OF BUSINESS, REVENUES, PROFITS OR GOODWILL, OR (ii) AGGREGATE DAMAGES IN EXCESS OF [***].""]",Liability
"['ENERGOUS may, at any time after the third anniversary of the Effective Date, terminate this Agreement with or without cause upon not less than one hundred and eighty (180) days prior written notice to DIALOG.']",Termination
"[""Upon the termination of DIALOG's right to manufacture the Licensed Products following any expiration or termination of the Agreement or any Wind Down Period or Continuing Obligation period, as applicable, then all right, title and interest in the Tooling will automatically transfer to ENERGOUS subject to any Third Party IP, and DIALOG will, at ENERGOUS' option, either sell any Tooling in its possession to ENERGOUS at cost or destroy the Tooling and certify in writing as to same.",Termination
""", 'If, at the time of notice of any termination of this Agreement, DIALOG or any of its Affiliates has a written supply contract with a customer that extends beyond the end of the Wind Down Period (a ""Continuing Obligation""), DIALOG and/or its Affiliates may continue to Sell Licensed Products to such customer through the term of the Wind Down Period and for the remainder of the term of such Continuing Obligation, provided that in no event may DIALOG or its Affiliates Sell Licensed Products to such customer pursuant to this Section 15.4(b) for a period longer than [***] after the effective date of termination of this Agreement.",Termination
"', 'Notwithstanding any statement in Section 15.3 to the contrary, upon any termination or expiration of this Agreement and until the later to occur of (i) [***] from the Effective Date or (ii) [***] following the effective date of termination or expiration of this Agreement (the ""Wind Down Period""), the parties\' respective rights and obligations under Sections 2 (License), 3 (Sourcing), 7 (Product Sales), 9 (Royalties and Service Fees), 11 (Representations and Warranties; Disclaimers), 12 (Indemnification), 13 (Limitation of Liability), 14 (Compliance with Laws), 15.2 (Termination), 16 (Escrow) and all Exhibits hereto which are associated with any of the foregoing listed sections will remain in full force and effect as to (A) any Products or repackaged Product Die with respect to which DIALOG or any of its Affiliates has secured a design win at a customer prior to or within one (1) month after the start of the Wind Down Period, or (B) the sale of any MCMs which have been released for production at a foundry, provided, however, that DIALOG\'s license rights under Section 2.1 (including any sublicenses granted by DIALOG pursuant to Section 2.4) will be non-exclusive during the Wind Down Period.",Termination
"', 'In such event, the provisions of this Agreement that survive during the Wind Down Period will continue to survive for the remainder of the period of time that DIALOG is authorized to Sell Licensed Products to any customer in accordance with the foregoing sentence.']",Termination
"['During the Record Retention Period, ENERGOUS may appoint a mutually agreed independent, internationally recognized third-party certified auditor who will have the right to inspect and copy the Records upon reasonable prior notice, and DIALOG will (and will cause its Affiliates to) allow necessary access including, as applicable, to its premises where such Records are located.",Obligation
ENERGOUS may exercise such right to this independent-third party audit no more than one time per calendar year and each such audit will be conducted during normal business hours.,Obligation
"', ""Such audit may also not interfere with DIALOG's or its Affliates' quarterly closing of its books.""]",Obligation
"[""Each party will, at the other party's request, provide to the other party a certificate of insurance evidencing the foregoing insurance coverage.",Obligation
""", 'Each party will maintain, during the Term and for three (3) years thereafter, such comprehensive general liability insurance (including without limitation, products liability) as will adequately protect it against its potential liabilities under this Agreement, in amounts customary in the semiconductor industry for similar services and products.']",Obligation
"['This Agreement will be governed by and construed in accordance with the laws of the State of California, exclusive of conflict of laws principles.",Arbitration
"', 'This Letter of Authorization will be governed by and construed in accordance with the laws of California, excluding its conflict of laws provisions, and be subject to the non-exclusive jurisdiction of the California courts.']",Arbitration
['Accurate and complete books of account of the transactions of the Venture will be kept in accordance with generally accepted accounting principles (GAAP) and at all reasonable times will be available and open to inspection and examination by any Member.'],Obligation
"['The Venture may acquire insurance on behalf of any Member, employee, agent or other person engaged in the business interest of the Venture against any liability asserted against them or incurred by them while acting in good faith on behalf of the Venture.']",Obligation
"['By this Agreement the Members enter into a joint venture (the ""Venture"") in accordance with the laws of the State of Florida.']",Arbitration
['This Amendment shall be governed by and construed in accordance with the laws of Japan.'],Arbitration
"['Upon termination of the contract, the agreement set forth in clause 5 (""Intellectual property rights and prohibition of transfer to third parties"") and clause 6 (""Economic rights"") will remain into force.']",Termination
['The Parties shall provide civil liability insurance cover to their own personnel with respect to accidents and damages charged to them.'],Obligation
['All disputes arising out of or in connection with this Agreement shall be finally settled under the Rules of Arbitration of the International Chamber of Commerce by one or more arbitrators appointed in accordance with the said Rules.,Arbitration
"Any such arbitration shall (i) be subject to the application of the Italian Law, (ii) take place in Paris, France and (iii) be conducted in English.']",Arbitration
"['The Parties agree that during the pendency of the winding up, the JVC will be allowed to use the Technical Know How to the extent the same is necessary for the purpose of implementing any orders pending in favour of its customers.",Termination
"', 'Provided, however, that in the event the termination of this Agreement is followed by a sale of all of the shares held by IMPCO in the JVC to MINDA/MIL, the JVC will have a right to continue to use the Technical Know How already received and absorbed on the condition that royalty payments under the TAA have been paid by the JVC to IMPCO or will be paid, as the case may be, for a minimum period of five (5) years, as provided in the TAA.']",Termination
"['During reasonable business hours IMPCO and MIL/MINDA will have the right to visit, enter and inspect each plant and other establishment at which the JVC manufactures and/or processes the Products.",Obligation
